Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
Q8CFI0	Q9WU38	NEDD4L	SCNN1B			MGI:1933754	MGI:104696	12424229:0047:LC|15123669:0047:LC
Q8CFI0	Q9WU39	NEDD4L	SCNN1G			MGI:1933754	MGI:104695	12424229:0047:LC|15123669:0047:LC
Q8CFN5	Q8CFN5	MEF2C	MEF2C			MGI:99458	MGI:99458	27427476:0114:LC
Q8CFR0	Q8CFR0	C1QL2	C1QL2			MGI:3032521	MGI:3032521	25752542:0114:LC
Q8CG47	Q8CG48	SMC4	SMC2			MGI:1917349	MGI:106067	20139420:0114:LC
Q8CG72	Q8CG72	ADPRS	ADPRS			MGI:2140364	MGI:2140364	18323597:0114:LC
Q8CG76	Q8CG76	AKR7A2	AKR7A2			MGI:107796	MGI:107796	16460003:0114:LC
Q8CGN5	Q9DBL9	PLIN1	ABHD5			MGI:1890505	MGI:1914719	15136565:0004:LC|21393244:0055:LC|15136565:0018:LC
Q8CGP4	Q8CGP4	H2AC1	H2AC1			MGI:2448285	MGI:2448285	26188507:0114:LC
Q8CGP6	Q9D2U9	H2AC12	HIST3H2BA			MGI:2448295	MGI:1925553	PDB_2F8N:0114:LC
Q8CGW9	Q920Q8	DMRTC2	IVNS1ABP			MGI:1918491	MGI:2152389	20211142:0018:HT|20211142:0397:HT
Q8CGW9	Q99LJ2	DMRTC2	ABTB1			MGI:1918491	MGI:1933148	20211142:0018:HT|20211142:0397:HT
Q8CHT0	Q8CHT0	ALDH4A1	ALDH4A1			MGI:2443883	MGI:2443883	34048122:0114:LC|22516612:0114:LC|23928095:0114:LC|22868767:0114:LC
Q8CIB5	Q8CIB5	FERMT2	FERMT2			MGI:2385001	MGI:2385001	28739949:0114:LC
Q8CIE6	Q9JIF7	COPA	COPB1			MGI:1334462	MGI:1917599	26160949:0114:LC|28621666:0114:LC
Q8CIH5	Q8CIH5	PLCG2	PLCG2			MGI:97616	MGI:97616	PDB_2DX0:0114:LC
Q8CII9	Q9JIE6	CRLF2	TSLP			MGI:1889506	MGI:1855696	24632570:0114:LC|24632570:0107:LC|24632570:0067:LC|24632570:0065:LC|24632570:0071:LC
Q8CIX8	Q8CIX8	LGSN	LGSN			MGI:2672844	MGI:2672844	17161372:0114:LC
Q8CJ27	Q9WV86	ASPM	KATNA1			MGI:1334448	MGI:1344353	28436967:0016:LC|28436967:0114:LC|28436967:0028:LC
Q8CJ91	Q8CJ91	CD209B	CD209B			MGI:1916415	MGI:1916415	25450767:0114:LC
Q8HWE5	Q8HWE5	MILL2	MILL2			MGI:2179989	MGI:2179989	30337538:0114:LC
Q8JZL0	Q8VIM5	ZNF467	MYOCD	MNCB-3350		MGI:1916160	MGI:2137495	20211142:0018:HT|20211142:0397:HT
Q8JZL3	Q8JZL3	THTPA	THTPA			MGI:2446078	MGI:2446078	26221030:0114:LC
Q8K0Y2	Q922U2	KRT33A	KRT5			MGI:1919138	MGI:96702	11591653:0018:HT|11591653:0397:HT
Q8K183	Q8K183	PDXK	PDXK			MGI:1351869	MGI:1351869	PDB_6YK1:0114:LC|PDB_6YK0:0114:LC
Q8K1B8	Q8K1B8	FERMT3	FERMT3			MGI:2147790	MGI:2147790	27974389:0114:LC
Q8K1M6	Q8K1M6	DNM1L	DNM1L			MGI:1921256	MGI:1921256	24508339:0020:LC|20585624:0018:LC
Q8K1S3	Q8K1S3	UNC5B	UNC5B			MGI:894703	MGI:894703	17139086:0114:LC
Q8K209	Q8K209	ADGRG1	ADGRG1			MGI:1340051	MGI:1340051	27657451:0114:LC
Q8K299	Q8K299	SCARA5	SCARA5			MGI:1918395	MGI:1918395	32907880:0114:LC
Q8K2G4	Q9CWF6	BBS7	BBS2			MGI:1918742	MGI:2135267	22139371:0006:LC|22139371:0029:LC|22072986:0071:LC
Q8K352	Q8K352	SASH3	SASH3			MGI:1921381	MGI:1921381	30631134:0114:LC
Q8K368	Q8K368	FANCI	FANCI			MGI:2384790	MGI:2384790	21764741:0114:LC
Q8K3F7	Q8K3F7	TDH	TDH			MGI:1926231	MGI:1926231	26492815:0114:LC
Q8K3J1	Q91VD9	NDUFS8	NDUFS1			MGI:2385079	MGI:2443241	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q8K3J1	Q91WD5	NDUFS8	NDUFS2			MGI:2385079	MGI:2385112	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q8K3J1	Q9CPP6	NDUFS8	NDUFA5			MGI:2385079	MGI:1915452	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q8K3J1	Q9CQ91	NDUFS8	NDUFA3			MGI:2385079	MGI:1913341	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q8K3J1	Q9CXZ1	NDUFS8	NDUFS4			MGI:2385079	MGI:1343135	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q8K3J1	Q9DC69	NDUFS8	NDUFA9			MGI:2385079	MGI:1913358	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q8K3J1	Q9DC70	NDUFS8	NDUFS7			MGI:2385079	MGI:1922656	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q8K3J1	Q9DCT2	NDUFS8	NDUFS3			MGI:2385079	MGI:1915599	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q8K3J1	Q9ERS2	NDUFS8	NDUFA13			MGI:2385079	MGI:1914434	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q8K3J1	Q9Z1P6	NDUFS8	NDUFA7			MGI:2385079	MGI:1913666	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q8K3K8	Q8K3K8	OPTN	OPTN			MGI:1918898	MGI:1918898	29394115:0114:LC
Q8K3X6	Q8K3X6	ANKS4B	ANKS4B			MGI:1919324	MGI:1919324	26812017:0114:LC
Q8K3X6	Q99MZ6	ANKS4B	MYO7B			MGI:1919324	MGI:107709	26812017:0114:LC
Q8K3Y3	Q8K3Y3	LIN28A	LIN28A			MGI:1890546	MGI:1890546	22078496:0114:LC
Q8K424	Q8K424	TRPV3	TRPV3			MGI:2181407	MGI:2181407	32572254:0114:LC|31636415:0114:LC|30127359:0114:LC|24248473:0114:LC
Q8K486	Q8K486	Q8K486	Q8K486					27782885:0114:LC
Q8K4J6	Q8K4J6	MRTFA	MRTFA			MGI:2384495	MGI:2384495	19008859:0114:LC
Q8K4J6	Q9Z0S2	MRTFA	LHX2			MGI:2384495	MGI:96785	20211142:0018:HT|20211142:0397:HT
Q8K4Q8	Q8K4Q8	COLEC12	COLEC12			MGI:2152907	MGI:2152907	17420244:0114:LC
Q8K4Z2	Q9R1Z7	FNDC5	PTS			MGI:1917614	MGI:1338783	11591653:0018:HT|11591653:0397:HT
Q8K4Z3	Q8K4Z3	NAXE	NAXE			MGI:2180167	MGI:2180167	22940582:0114:LC|18202122:0114:LC
Q8K5B8	Q9Z205	HOXC12	RFXANK			MGI:96194	MGI:1333865	20211142:0018:HT|20211142:0397:HT
Q8R0F8	Q8R0F8	FAHD1	FAHD1	MNCB-4134	MNCB-4134	MGI:1915886	MGI:1915886	32068790:0114:LC
Q8R0T2	Q9CWW7	ZNF768	CXXC1			MGI:2384582	MGI:1921572	20211142:0018:HT|20211142:0397:HT
Q8R0T2	S4R1L6	ZNF768	MZF1			MGI:2384582	MGI:107457	20211142:0018:HT|20211142:0397:HT
Q8R0W1	Q8R0W1	CIPC	CIPC			MGI:1919185	MGI:1919185	28669630:0114:LC
Q8R183	Q8R183	TIMD2	TIMD2			MGI:2159681	MGI:2159681	17363299:0114:LC
Q8R1B8	Q9QZB6	RORB	NR4A3			MGI:1343464	MGI:1352457	20211142:0018:HT|20211142:0397:HT
Q8R1R4	Q8R1R4	IL34	IL34			MGI:1923777	MGI:1923777	22579672:0114:LC
Q8R1S4	Q8R1S4	MTSS1	MTSS1			MGI:2384818	MGI:2384818	17292833:0114:LC|17292833:0067:LC
Q8R2K1	Q8R2K1	FUOM	FUOM			MGI:1916314	MGI:1916314	19524593:0114:LC
Q8R2Q8	Q8R2Q8	BST2	BST2			MGI:1916800	MGI:1916800	21084286:0114:LC
Q8R2X8	Q99JX3	BLZF1	GORASP2			MGI:1201607	MGI:2135962	28049725:0114:LC
Q8R326	Q9CZX2	PSPC1	CEP89			MGI:1913895	MGI:1919390	11591653:0018:HT|11591653:0397:HT
Q8R3P9	Q9CYZ8	SLF1	SSBP2			MGI:2145448	MGI:1914220	20211142:0018:HT|20211142:0397:HT
Q8R3P9	Q9D032	SLF1	SSBP3			MGI:2145448	MGI:1919725	20211142:0018:HT|20211142:0397:HT
Q8R3R8	Q8R3R8	GABARAPL1	GABARAPL1	MNCB-0091	MNCB-0091	MGI:1914980	MGI:1914980	33436612:0114:LC
Q8R464	Q8R464	CADM4	CADM4			MGI:2449088	MGI:2449088	30674679:0114:LC
Q8R464	Q99N28	CADM4	CADM3			MGI:2449088	MGI:2137858	30674679:0114:LC
Q8R4I4	Q9QZ28	GTF2A1L	SIX6			MGI:1919078	MGI:1341840	20211142:0018:HT|20211142:0397:HT
Q8R4L0	Q8R4L0	SLA2	SLA2			MGI:1925049	MGI:1925049	PDB_6XAR:0114:LC
Q8R4R6	Q8R4R6	NUP35	NUP35			MGI:1916732	MGI:1916732	16962612:0114:LC
Q8R550	Q8R550	SH3KBP1	SH3KBP1			MGI:1889583	MGI:1889583	29589748:0114:LC
Q8R5A3	Q8R5A3	APBB1IP	APBB1IP			MGI:1861354	MGI:1861354	23045549:0114:LC|24287201:0114:LC
Q8R5J9	Q99KK1	ARL6IP5	REEP3			MGI:1929501	MGI:88930	11591653:0397:HT
Q8R5J9	Q9D882	ARL6IP5	FAM241B			MGI:1929501	MGI:1917144	11591653:0018:HT|11591653:0397:HT
Q8VBX4	Q8VBX4	CD207	CD207			MGI:2180021	MGI:2180021	27903635:0114:LC
Q8VCD5	Q920D3	MED17	MED28		FKSG20	MGI:2182585	MGI:1914249	31402173:0114:LC
Q8VCD5	Q921D4	MED17	MED6			MGI:2182585	MGI:1917042	31402173:0114:LC
Q8VCD5	Q924H2	MED17	MED15			MGI:2182585	MGI:2137379	31402173:0114:LC
Q8VCD5	Q9CQ39	MED17	MED21			MGI:2182585	MGI:1347064	31402173:0114:LC
Q8VCD5	Q9CQA5	MED17	MED4			MGI:2182585	MGI:1914631	31402173:0114:LC
Q8VCD5	Q9CQI9	MED17	MED30			MGI:2182585	MGI:1917040	31402173:0114:LC
Q8VCD5	Q9CZ82	MED17	MED18			MGI:2182585	MGI:1914469	31402173:0114:LC
Q8VCD5	Q9CZB6	MED17	MED7			MGI:2182585	MGI:1913463	31402173:0114:LC
Q8VCD5	Q9D7W5	MED17	MED8		MNCB-2386	MGI:2182585	MGI:1915269	31402173:0114:LC
Q8VCD5	Q9D8C6	MED17	MED11			MGI:2182585	MGI:1913422	31402173:0114:LC
Q8VCD5	Q9DB40	MED17	MED27			MGI:2182585	MGI:1916225	31402173:0114:LC
Q8VCD5	Q9R0X0	MED17	MED20			MGI:2182585	MGI:1929648	31402173:0114:LC
Q8VCD7	Q9D032	KDM4C	SSBP3			MGI:1924054	MGI:1919725	20211142:0018:HT|20211142:0397:HT
Q8VCS6	Q9CQ39	MED9	MED21			MGI:2183151	MGI:1347064	31402173:0114:LC
Q8VCS6	Q9CQA5	MED9	MED4			MGI:2183151	MGI:1914631	31402173:0114:LC
Q8VCS6	Q9CZB6	MED9	MED7			MGI:2183151	MGI:1913463	31402173:0114:LC
Q8VCW4	Q99MB1	UNC93B1	TLR3			MGI:1859307	MGI:2156367	33432245:0114:LC
Q8VD72	Q9CWF6	TTC8	BBS2			MGI:1923510	MGI:2135267	22072986:0071:LC|22139371:0029:LC
Q8VD76	Q9JIB4	GTF2H3	GTF2H2			MGI:1277143	MGI:1345669	20211142:0018:HT|20211142:0397:HT
Q8VDC1	Q9CQV6	FYCO1	MAP1LC3B			MGI:107277	MGI:1914693	28291748:0114:LC
Q8VDF2	Q8VDF2	UHRF1	UHRF1			MGI:1338889	MGI:1338889	19077538:0114:LC|30392929:0415:LC|18772891:0114:LC|14993289:0415:LC|33359809:0114:LC
Q8VDF3	Q8VDF3	DAPK2	DAPK2			MGI:1341297	MGI:1341297	21497605:0114:LC
Q8VDG3	Q8VDG3	PARN	PARN			MGI:1921358	MGI:1921358	19217398:0114:LC
Q8VDK3	Q9EST8	ELF5	NFKBIZ			MGI:1335079	MGI:1931595	20211142:0018:HT|20211142:0397:HT
Q8VDP3	Q8VDP3	MICAL1	MICAL1			MGI:2385847	MGI:2385847	16275925:0114:LC
Q8VDQ8	Q91X45	SIRT2	ZBTB3			MGI:1927664	MGI:1922541	20211142:0018:HT|20211142:0397:HT
Q8VDQ8	Q9D032	SIRT2	SSBP3			MGI:1927664	MGI:1919725	20211142:0018:HT|20211142:0397:HT
Q8VDQ8	Q9JL10	SIRT2	SERTAD1			MGI:1927664	MGI:1913438	20211142:0018:HT|20211142:0397:HT
Q8VDS3	Q8VDS3	CBX7	CBX7			MGI:1196439	MGI:1196439	25660273:0114:LC
Q8VDU0	Q8VDU0	GPSM2	GPSM2			MGI:1923373	MGI:1923373	23665171:0114:LC
Q8VEE4	Q9WUJ8	RPA1	ORC6			MGI:1915525	MGI:1929285	12614612:0018:HT
Q8VEF1	Q8VEF1	GRAMD1A	GRAMD1A			MGI:105490	MGI:105490	30220461:0114:LC
Q8VEL9	Q8VEL9	REM2	REM2			MGI:2155260	MGI:2155260	21903096:0114:LC
Q8VH51	Q8VH51	RBM39	RBM39			MGI:2157953	MGI:2157953	27050129:0114:LC|PDB_3S6E:0114:LC|PDB_4J5O:0114:LC|PDB_4RU2:0114:LC
Q8VH51	Q9JL10	RBM39	SERTAD1			MGI:2157953	MGI:1913438	20211142:0018:HT|20211142:0397:HT
Q8VH51	Q9WUL8	RBM39	CITED4			MGI:2157953	MGI:1861694	20211142:0018:HT|20211142:0397:HT
Q8VHJ7	Q9WTN3	PPARGC1B	SREBF1			MGI:2444934	MGI:107606	20211142:0018:HT
Q8VHJ7	Q9Z0Y9	PPARGC1B	NR1H3			MGI:2444934	MGI:1352462	20211142:0018:HT
Q8VHN8	Q8VHN8	NUDT16L1	NUDT16L1			MGI:1914161	MGI:1914161	26100207:0114:LC|29844495:0114:LC
Q8VI36	Q8VI36	PXN	PXN			MGI:108295	MGI:108295	28860193:0114:LC
Q8VIM0	Q8VIM0	HAVCR2	HAVCR2			MGI:2159682	MGI:2159682	20083673:0114:LC
Q8VIM5	Q9D738	MYOCD	ASB12			MGI:2137495	MGI:1917642	20211142:0018:HT|20211142:0397:HT
Q91V08	Q91V08	CLEC2D	CLEC2D			MGI:2135589	MGI:2135589	30397201:0114:LC
Q91V08	Q99JB4	CLEC2D	KLRB1B			MGI:2135589	MGI:107539	30397201:0114:LC
Q91V12	Q91V12	ACOT7	ACOT7			MGI:1917275	MGI:1917275	17563367:0114:LC|PDB_6VFY:0114:LC|17563367:0028:LC|PDB_4ZV3:0114:LC|17563367:0071:LC
Q91V14	Q91V14	SLC12A5	SLC12A5			MGI:1862037	MGI:1862037	33597714:0114:LC
Q91V27	Q99104	MLPH	MYO5A			MGI:2176380	MGI:105976	11980908:0018:LC|23798443:0114:LC
Q91V27	Q99P58	MLPH	RAB27B			MGI:2176380	MGI:1931295	11980908:0018:LC|18940604:0114:LC|18940604:0071:LC
Q91V27	Q9ERI2	MLPH	RAB27A			MGI:2176380	MGI:1861441	11980908:0018:LC|11980908:0019:LC|11887186:0018:LC|11980908:0004:LC
Q91VD9	Q91WD5	NDUFS1	NDUFS2			MGI:2443241	MGI:2385112	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91VD9	Q91YT0	NDUFS1	NDUFV1			MGI:2443241	MGI:107851	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91VD9	Q9CQ75	NDUFS1	NDUFA2			MGI:2443241	MGI:1343103	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91VD9	Q9CQZ5	NDUFS1	NDUFA6			MGI:2443241	MGI:1914380	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91VD9	Q9CXZ1	NDUFS1	NDUFS4			MGI:2443241	MGI:1343135	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91VD9	Q9D6J6	NDUFS1	NDUFV2			MGI:2443241	MGI:1920150	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91VD9	Q9DC69	NDUFS1	NDUFA9			MGI:2443241	MGI:1913358	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91VD9	Q9DCT2	NDUFS1	NDUFS3			MGI:2443241	MGI:1915599	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91VD9	Q9Z1P6	NDUFS1	NDUFA7			MGI:2443241	MGI:1913666	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91VI7	Q91VI7	RNH1	RNH1			MGI:1195456	MGI:1195456	24941155:0114:LC
Q91VS8	Q91VS8	FARP2	FARP2			MGI:2385126	MGI:2385126	23375260:0114:LC
Q91VU0	Q91VU0	FAM3C	FAM3C			MGI:107892	MGI:107892	28751379:0114:LC
Q91VW3	Q91VW3	SH3BGRL3	SH3BGRL3			MGI:1920973	MGI:1920973	15120624:0114:LC
Q91WA6	Q924T7	SHARPIN	RNF31			MGI:1913331	MGI:1934704	29694895:0096:LC|21455180:0071:LC|29694895:0004:LC|21455180:0006:LC|29694895:0114:LC
Q91WA6	Q9WUB0	SHARPIN	RBCK1			MGI:1913331	MGI:1344372	29694895:0096:LC|21455180:0071:LC|23942237:0071:LC|23942237:0006:LC|29694895:0004:LC|29694895:0114:LC|21455180:0006:LC
Q91WD5	Q99LC3	NDUFS2	NDUFA10			MGI:2385112	MGI:1914523	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91WD5	Q9CPP6	NDUFS2	NDUFA5			MGI:2385112	MGI:1915452	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91WD5	Q9CQZ5	NDUFS2	NDUFA6			MGI:2385112	MGI:1914380	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91WD5	Q9CXZ1	NDUFS2	NDUFS4			MGI:2385112	MGI:1343135	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91WD5	Q9D6J5	NDUFS2	NDUFB8			MGI:2385112	MGI:1914514	33514727:0114:LC|33990335:0114:LC
Q91WD5	Q9D8B4	NDUFS2	NDUFA11			MGI:2385112	MGI:1917125	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91WD5	Q9DC70	NDUFS2	NDUFS7			MGI:2385112	MGI:1922656	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91WD5	Q9DCT2	NDUFS2	NDUFS3			MGI:2385112	MGI:1915599	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91WD5	Q9ERS2	NDUFS2	NDUFA13			MGI:2385112	MGI:1914434	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91WD5	Q9Z1P6	NDUFS2	NDUFA7			MGI:2385112	MGI:1913666	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91WP6	Q91WP6	SERPINA3N	SERPINA3N			MGI:105045	MGI:105045	PDB_1YXA:0114:LC
Q91WR5	Q91WR5	AKR1C21	AKR1C21			MGI:1924587	MGI:1924587	17909281:0114:LC|19237748:0114:LC|17442338:0114:LC|17034817:0114:LC|20124700:0114:LC
Q91X45	Q9CZT4	ZBTB3	POLR3E			MGI:1922541	MGI:1349452	20211142:0018:HT|20211142:0397:HT
Q91XB0	Q91XB0	TREX1	TREX1			MGI:1328317	MGI:1328317	PDB_3MXM:0114:LC|17355961:0114:LC|PDB_3MXI:0114:LC|29734329:0114:LC|PDB_3MXJ:0114:LC|17293595:0114:LC|22071149:0114:LC|25848017:0114:LC|18780819:0114:LC|33606975:0114:LC
Q91XE4	Q91XE4	ACY3	ACY3			MGI:1918920	MGI:1918920	17434493:0040:LC|17434493:0071:LC|23010594:0435:LC|20921362:0114:LC
Q91XL9	Q91XL9	OSBPL1A	OSBPL1A			MGI:1927551	MGI:1927551	30012887:0114:LC
Q91XW9	Q91XW9	PCDHGC5	PCDHGC5			MGI:1935205	MGI:1935205	26478182:0114:LC
Q91XX1	Q91XX1	PCDHGC3	PCDHGC3			MGI:1935201	MGI:1935201	26481813:0114:LC
Q91XX3	Q91XX3	PCDHGB7	PCDHGB7			MGI:1935199	MGI:1935199	29087338:0114:LC|27782885:0114:LC
Q91XX6	Q91XX6	PCDHGB4	PCDHGB4			MGI:1935173	MGI:1935173	30971825:0114:LC
Q91XX7	Q91XX7	PCDHGB2	PCDHGB2			MGI:1935170	MGI:1935170	27782885:0114:LC
Q91XZ0	Q91XZ0	PCDHGA1	PCDHGA1			MGI:1935212	MGI:1935212	27782885:0114:LC|26481813:0114:LC
Q91XZ2	Q91XZ2	PCDHB8	PCDHB8			MGI:2136742	MGI:2136742	27161523:0114:LC
Q91XZ4	Q91XZ4	PCDHB6	PCDHB6			MGI:2136740	MGI:2136740	27161523:0114:LC
Q91Y09	Q91Y09	PCDHAC2	PCDHAC2			MGI:1891443	MGI:1891443	26478182:0114:LC
Q91Y13	Q91Y13	PCDHA7	PCDHA7			MGI:1298369	MGI:1298369	27161523:0114:LC
Q91Y44	Q91Y44	BRDT	BRDT			MGI:1891374	MGI:1891374	19794495:0114:LC|22922464:0055:LC
Q91YI6	Q91YI6	TENT2	TENT2			MGI:2140950	MGI:2140950	32633758:0114:LC
Q91YN5	Q91YN5	UAP1	UAP1			MGI:1334459	MGI:1334459	PDB_1VM8:0114:LC
Q91YN9	Q91YN9	BAG2	BAG2			MGI:1891254	MGI:1891254	19029896:0114:LC
Q91YR1	Q91YR1	TWF1	TWF1			MGI:1100520	MGI:1100520	12207032:0114:LC
Q91YT0	Q9CXZ1	NDUFV1	NDUFS4			MGI:107851	MGI:1343135	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91YT0	Q9D6J6	NDUFV1	NDUFV2			MGI:107851	MGI:1920150	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91YT0	Q9Z1P6	NDUFV1	NDUFA7			MGI:107851	MGI:1913666	29915388:0114:LC|33514727:0114:LC|33067417:0114:LC|33990335:0114:LC
Q91ZK0	Q91ZK0	TFAP2D	TFAP2D			MGI:2153466	MGI:2153466	20211142:0018:HT
Q91ZM2	Q91ZM2	SH2B1	SH2B1			MGI:1201407	MGI:1201407	16824542:0114:LC
Q91ZU1	Q9JL10	ASB6	SERTAD1			MGI:1919573	MGI:1913438	20211142:0018:HT|20211142:0397:HT
Q91ZW2	Q91ZW2	POFUT1	POFUT1			MGI:2153207	MGI:2153207	28530709:0114:LC
Q920D3	Q9CQI9	MED28	MED30	FKSG20		MGI:1914249	MGI:1917040	31402173:0114:LC|11591653:0018:HT|11591653:0397:HT
Q920D3	Q9D8C6	MED28	MED11	FKSG20		MGI:1914249	MGI:1913422	31402173:0114:LC
Q920D3	Q9DB40	MED28	MED27	FKSG20		MGI:1914249	MGI:1916225	31402173:0114:LC
Q920D3	Q9DB91	MED28	MED29	FKSG20		MGI:1914249	MGI:1914474	31402173:0114:LC
Q920Q2	Q9D752	REV1	MAD2L2			MGI:1929074	MGI:1919140	14657033:0096:LC|14657033:0405:LC|14657033:0004:LC|14657033:0019:LC|22859295:0114:LC
Q920Q2	Q9JJN0	REV1	POLH			MGI:1929074	MGI:1891457	14657033:0018:LC|14657033:0019:LC|22244149:0018:LC|14657033:0004:LC|18242152:0018:LC
Q920Q2	Q9QUG2	REV1	POLK			MGI:1929074	MGI:1349767	14657033:0018:LC|14657033:0019:LC|14657033:0004:LC|18242152:0018:LC|22700975:0114:LC|22859295:0114:LC|14657033:0405:LC
Q920Q8	Q9WUL8	IVNS1ABP	CITED4			MGI:2152389	MGI:1861694	20211142:0018:HT|20211142:0397:HT
Q921D4	Q9D7W5	MED6	MED8		MNCB-2386	MGI:1917042	MGI:1915269	31402173:0114:LC
Q921D4	Q9DBS2	MED6	TPRG1L			MGI:1917042	MGI:1915058	11591653:0018:HT
Q921F2	Q921F2	TARDBP	TARDBP			MGI:2387629	MGI:2387629	20211142:0018:HT|20211142:0397:HT
Q921F2	Q9D0D5	TARDBP	GTF2E1			MGI:2387629	MGI:1921447	20211142:0018:HT|20211142:0397:HT
Q921F2	Q9D902	TARDBP	GTF2E2			MGI:2387629	MGI:1915403	20211142:0018:HT|20211142:0397:HT
Q921J2	Q921J2	RHEB	RHEB			MGI:97912	MGI:97912	24648513:0114:LC
Q921X6	Q9WUL8	POLR3F	CITED4			MGI:1924086	MGI:1861694	20211142:0018:HT|20211142:0397:HT
Q922S8	Q922S8	KIF2C	KIF2C			MGI:1921054	MGI:1921054	28903043:0114:LC
Q923B3	Q9JL10	NRIF1	SERTAD1			MGI:1890378	MGI:1913438	20211142:0018:HT|20211142:0397:HT
Q923E4	Q9WUL8	SIRT1	CITED4			MGI:2135607	MGI:1861694	20211142:0018:HT|20211142:0397:HT
Q923E4	S4R299	SIRT1	ZFP236			MGI:2135607	MGI:1926950	20211142:0018:HT|20211142:0397:HT
Q923J1	Q923J1	TRPM7	TRPM7			MGI:1929996	MGI:1929996	30108148:0114:LC|11389851:0114:LC
Q924H2	Q99K74	MED15	MED24			MGI:2137379	MGI:1344385	31402173:0114:LC
Q924H2	Q9DB40	MED15	MED27			MGI:2137379	MGI:1916225	31402173:0114:LC
Q924H2	Q9DB91	MED15	MED29			MGI:2137379	MGI:1914474	31402173:0114:LC
Q924T7	Q9WUB0	RNF31	RBCK1			MGI:1934704	MGI:1344372	29694895:0096:LC|21455180:0071:LC|23942237:0071:LC|21455180:0006:LC|29694895:0114:LC
Q924W9	Q9CYZ8	LMO1	SSBP2			MGI:102812	MGI:1914220	20211142:0018:HT|20211142:0397:HT
Q924X6	Q9ERE9	LRP8	MAPK8IP2			MGI:1340044	MGI:1926555	10827173:0018:LC|10827199:0018:LC
Q924X6	Q9WVI9	LRP8	MAPK8IP1			MGI:1340044	MGI:1309464	10827173:0018:LC|10827199:0018:LC
Q924Z4	Q9CYZ8	CERS2	SSBP2			MGI:1924143	MGI:1914220	20211142:0018:HT|20211142:0397:HT
Q924Z4	Q9D032	CERS2	SSBP3			MGI:1924143	MGI:1919725	20211142:0018:HT|20211142:0397:HT
Q924Z4	Q9D0P5	CERS2	PYGO1			MGI:1924143	MGI:1919385	20211142:0018:HT|20211142:0397:HT
Q924Z4	Q9EPK5	CERS2	WWTR1			MGI:1924143	MGI:1917649	20211142:0018:HT|20211142:0397:HT
Q924Z4	Q9ES18	CERS2	FOXJ2			MGI:1924143	MGI:1926805	20211142:0018:HT|20211142:0397:HT
Q924Z4	Q9JJG5	CERS2	SERTAD2		MNCB-1504	MGI:1924143	MGI:1931026	20211142:0018:HT|20211142:0397:HT
Q924Z4	Q9JL10	CERS2	SERTAD1			MGI:1924143	MGI:1913438	20211142:0018:HT|20211142:0397:HT
Q924Z4	Q9WUL8	CERS2	CITED4			MGI:1924143	MGI:1861694	20211142:0018:HT|20211142:0397:HT
